"","date","station","mean_airtemp","daily_precip","mean_windspeed"
"2921",1996-05-30,"Toolik Field Station",4,5.6,2.9
"2922",1996-05-31,"Toolik Field Station",6.3,0,1.5
"2923",1996-06-01,"Toolik Field Station",10.6,3,4.2
"2924",1996-06-02,"Toolik Field Station",1.7,13.7,4.4
"2925",1996-06-03,"Toolik Field Station",1.4,7.1,7.1
"2926",1996-06-04,"Toolik Field Station",-3.3,0.3,4.2
"2927",1996-06-05,"Toolik Field Station",5.1,0,6.1
"2928",1996-06-06,"Toolik Field Station",7.6,9.7,2.9
"2929",1996-06-07,"Toolik Field Station",7.2,0.5,3.6
"2930",1996-06-08,"Toolik Field Station",6,0,4.2
"2931",1996-06-09,"Toolik Field Station",5.4,4.6,3.8
"2932",1996-06-10,"Toolik Field Station",2,0,2.7
"2933",1996-06-11,"Toolik Field Station",5.9,0.3,3.7
"2934",1996-06-12,"Toolik Field Station",9.7,0,4.9
"2935",1996-06-13,"Toolik Field Station",9.9,0,3.4
"2936",1996-06-14,"Toolik Field Station",13.2,0,4
"2937",1996-06-15,"Toolik Field Station",14.6,0,3.5
"2938",1996-06-16,"Toolik Field Station",16,0,3.6
"2939",1996-06-17,"Toolik Field Station",12.9,0,3.4
"2940",1996-06-18,"Toolik Field Station",14.2,0,3.5
"2941",1996-06-19,"Toolik Field Station",14.3,0,3.3
"2942",1996-06-20,"Toolik Field Station",12.1,0.5,3.3
"2943",1996-06-21,"Toolik Field Station",12.1,0,2.1
"2944",1996-06-22,"Toolik Field Station",10.6,5.3,3
"2945",1996-06-23,"Toolik Field Station",3.7,4.6,3.4
"2946",1996-06-24,"Toolik Field Station",9.7,0,3
"2947",1996-06-25,"Toolik Field Station",4.8,3.8,3.1
"2948",1996-06-26,"Toolik Field Station",3,0.5,3.2
"2949",1996-06-27,"Toolik Field Station",3.6,0.3,3.6
"2950",1996-06-28,"Toolik Field Station",4.8,0.5,4.3
"2951",1996-06-29,"Toolik Field Station",5.9,0.3,3.1
"2952",1996-06-30,"Toolik Field Station",8.4,0,2.7
"2953",1996-07-01,"Toolik Field Station",11.2,0,2.6
"2954",1996-07-02,"Toolik Field Station",12.5,0,3.3
"2955",1996-07-03,"Toolik Field Station",12.7,0.3,2
"2956",1996-07-04,"Toolik Field Station",12.8,0.5,2.6
"2957",1996-07-05,"Toolik Field Station",13.4,0.3,2.8
"2958",1996-07-06,"Toolik Field Station",12.5,2.5,3.3
"2959",1996-07-07,"Toolik Field Station",12.1,0.5,2.8
"2960",1996-07-08,"Toolik Field Station",6.5,0,4.1
"2961",1996-07-09,"Toolik Field Station",1.1,0,3.8
"2962",1996-07-10,"Toolik Field Station",9.4,0,2.5
"2963",1996-07-11,"Toolik Field Station",13.5,0.5,2.8
"2964",1996-07-12,"Toolik Field Station",12.2,3.3,2.1
"2965",1996-07-13,"Toolik Field Station",11.1,8.1,2.1
"2966",1996-07-14,"Toolik Field Station",9.7,4.1,2.9
"2967",1996-07-15,"Toolik Field Station",10.1,0.8,3.2
"2968",1996-07-16,"Toolik Field Station",8.5,0.5,2.3
"2969",1996-07-17,"Toolik Field Station",11.7,0,3
"2970",1996-07-18,"Toolik Field Station",14.1,0,1.7
"2971",1996-07-19,"Toolik Field Station",12.4,0,3.2
"2972",1996-07-20,"Toolik Field Station",8.3,7.1,3.3
"2973",1996-07-21,"Toolik Field Station",10.6,5.1,2.4
"2974",1996-07-22,"Toolik Field Station",7,4.3,2.9
"2975",1996-07-23,"Toolik Field Station",14.6,0,4.5
"2976",1996-07-24,"Toolik Field Station",15.5,0,5.2
"2977",1996-07-25,"Toolik Field Station",15.4,0,5.5
"2978",1996-07-26,"Toolik Field Station",12.8,0,6
"2979",1996-07-27,"Toolik Field Station",6.8,9.4,4.2
"2980",1996-07-28,"Toolik Field Station",5.2,1.5,3.4
"2981",1996-07-29,"Toolik Field Station",3.2,8.1,3.8
"2982",1996-07-30,"Toolik Field Station",1.1,3.6,3.2
"2983",1996-07-31,"Toolik Field Station",6,0.8,2.2
"2984",1996-08-01,"Toolik Field Station",11.4,0,5.4
"2985",1996-08-02,"Toolik Field Station",9.4,0,4
"2986",1996-08-03,"Toolik Field Station",4.5,6.9,3.3
"2987",1996-08-04,"Toolik Field Station",6.4,0,2.8
"2988",1996-08-05,"Toolik Field Station",3.4,3.3,3.5
"2989",1996-08-06,"Toolik Field Station",3.1,0.3,2.7
"2990",1996-08-07,"Toolik Field Station",6.2,0,2.6
"2991",1996-08-08,"Toolik Field Station",6.9,2,2.1
"2992",1996-08-09,"Toolik Field Station",0.4,6.6,3.5
"2993",1996-08-10,"Toolik Field Station",-1,0.3,2.9
"2994",1996-08-11,"Toolik Field Station",3,0,2.4
"2995",1996-08-12,"Toolik Field Station",8.7,0,3.1
"2996",1996-08-13,"Toolik Field Station",9.4,0,2.9
"2997",1996-08-14,"Toolik Field Station",8,3.3,2.3
"2998",1996-08-15,"Toolik Field Station",10.3,1.5,2
"2999",1996-08-16,"Toolik Field Station",8.3,7.1,3.2
"3000",1996-08-17,"Toolik Field Station",4.4,0.3,3
"3001",1996-08-18,"Toolik Field Station",5.3,0.5,4.7
"3002",1996-08-19,"Toolik Field Station",1.9,1,3.7
"3003",1996-08-20,"Toolik Field Station",-2.7,0,2.8
"3004",1996-08-21,"Toolik Field Station",-4.9,0,4.7
"3005",1996-08-22,"Toolik Field Station",-5.1,0.3,2.7
"3006",1996-08-23,"Toolik Field Station",2.8,1.8,3.7
"3007",1996-08-24,"Toolik Field Station",7.2,0,5
"3008",1996-08-25,"Toolik Field Station",1.8,2,4.4
"3009",1996-08-26,"Toolik Field Station",-6.1,0,4.3
"3010",1996-08-27,"Toolik Field Station",-3.3,4.6,2.4
"3011",1996-08-28,"Toolik Field Station",2.3,0,2.9
"3012",1996-08-29,"Toolik Field Station",6,0,3.5
"3013",1996-08-30,"Toolik Field Station",7.1,0,2.6
"3014",1996-08-31,"Toolik Field Station",0,3,2.4
"3015",1996-09-01,"Toolik Field Station",1.4,1.8,1.8
"3016",1996-09-02,"Toolik Field Station",7.4,0,3.8
"3017",1996-09-03,"Toolik Field Station",6.3,18.3,2.5
"3018",1996-09-04,"Toolik Field Station",5.7,0,2.7
"3019",1996-09-05,"Toolik Field Station",8.3,0,5.1
"3020",1996-09-06,"Toolik Field Station",8.7,0,3.2
"3021",1996-09-07,"Toolik Field Station",-0.6,5.1,3.7
"3022",1996-09-08,"Toolik Field Station",-6.3,0,3.1
"3023",1996-09-09,"Toolik Field Station",-5.3,2.5,3.7
"3024",1996-09-10,"Toolik Field Station",-5.8,5.1,3.7
"3025",1996-09-11,"Toolik Field Station",-7.1,5.1,2.7
"3026",1996-09-12,"Toolik Field Station",-7.6,0,2.5
"3027",1996-09-13,"Toolik Field Station",-9.3,10.2,3.1
"3028",1996-09-14,"Toolik Field Station",-9.2,5.1,1.5
"3029",1996-09-15,"Toolik Field Station",-8.2,0,2
"3030",1996-09-16,"Toolik Field Station",-6.6,0,1.3
"3031",1996-09-17,"Toolik Field Station",-5.9,0,2.6
"3032",1996-09-18,"Toolik Field Station",-6.9,0,1.4
"3033",1996-09-19,"Toolik Field Station",-5.5,0,1.7
"3034",1996-09-20,"Toolik Field Station",-4.1,0,3.4
"3035",1996-09-21,"Toolik Field Station",-2.4,0,4.9
"3036",1996-09-22,"Toolik Field Station",-7.4,0,2.3
"3037",1996-09-23,"Toolik Field Station",-11.1,2.5,2
"3038",1996-09-24,"Toolik Field Station",-11.7,0,1.8
"3039",1996-09-25,"Toolik Field Station",-12.1,0,2.1
"3040",1996-09-26,"Toolik Field Station",-14.7,5.1,2.5
"3041",1996-09-27,"Toolik Field Station",-14.4,0,1.9
"3042",1996-09-28,"Toolik Field Station",-6,0,2.9
"3043",1996-09-29,"Toolik Field Station",-7.5,0,5.2
"3044",1996-09-30,"Toolik Field Station",-6.7,0,1.8
"3045",1996-10-01,"Toolik Field Station",-13.5,2.5,0.4
"3046",1996-10-02,"Toolik Field Station",-11.3,0,3.5
"3047",1996-10-03,"Toolik Field Station",-6.9,0,2.2
"3048",1996-10-04,"Toolik Field Station",-4.3,0,4
"3049",1996-10-05,"Toolik Field Station",-4.4,2.5,3.8
"3050",1996-10-06,"Toolik Field Station",-12.2,2.5,1.2
"3051",1996-10-07,"Toolik Field Station",-19.7,0,2.8
"3052",1996-10-08,"Toolik Field Station",-23.7,0,2
"3053",1996-10-09,"Toolik Field Station",-22.6,0,2.5
"3054",1996-10-10,"Toolik Field Station",-18.4,2.5,3.7
"3055",1996-10-11,"Toolik Field Station",-13.6,0,4.1
"3056",1996-10-12,"Toolik Field Station",-18.1,0,4.3
"3057",1996-10-13,"Toolik Field Station",-17.6,2.5,1.8
"3058",1996-10-14,"Toolik Field Station",-19.8,0,1.5
"3059",1996-10-15,"Toolik Field Station",-20.4,0,1.8
"3060",1996-10-16,"Toolik Field Station",-16.7,0,2.7
"3061",1996-10-17,"Toolik Field Station",-18.7,0,3.1
"3062",1996-10-18,"Toolik Field Station",-19.3,2.5,2.3
"3063",1996-10-19,"Toolik Field Station",-20.9,0,2.5
"3064",1996-10-20,"Toolik Field Station",-17.8,0,2.3
"3065",1996-10-21,"Toolik Field Station",-22.5,0,2.4
"3066",1996-10-22,"Toolik Field Station",-27.1,0,1.1
"3067",1996-10-23,"Toolik Field Station",-24.8,0,1.4
"3068",1996-10-24,"Toolik Field Station",-32.2,0,2.2
"3069",1996-10-25,"Toolik Field Station",-25.3,2.5,3.8
"3070",1996-10-26,"Toolik Field Station",-22.8,0,4.3
"3071",1996-10-27,"Toolik Field Station",-17.8,0,5
"3072",1996-10-28,"Toolik Field Station",-4.4,0,9.8
"3073",1996-10-29,"Toolik Field Station",-2.2,0,5.8
"3074",1996-10-30,"Toolik Field Station",-9,2.5,1.8
"3075",1996-10-31,"Toolik Field Station",-11,0,2.9
"3076",1996-11-01,"Toolik Field Station",-13.7,0,2.9
"3077",1996-11-02,"Toolik Field Station",-8.2,2.5,3.6
"3078",1996-11-03,"Toolik Field Station",-18.2,2.5,3
"3079",1996-11-04,"Toolik Field Station",-17.5,0,1.9
"3080",1996-11-05,"Toolik Field Station",-25.7,0,1.5
"3081",1996-11-06,"Toolik Field Station",-25.1,0,0.7
"3082",1996-11-07,"Toolik Field Station",-23.5,0,0.8
"3083",1996-11-08,"Toolik Field Station",-25.3,0,2.5
"3084",1996-11-09,"Toolik Field Station",-10,0,8.7
"3085",1996-11-10,"Toolik Field Station",-0.8,0,6.9
"3086",1996-11-11,"Toolik Field Station",-4.9,0,3.2
"3087",1996-11-12,"Toolik Field Station",-12.3,0,1.1
"3088",1996-11-13,"Toolik Field Station",-15.2,0,4.3
"3089",1996-11-14,"Toolik Field Station",-3.4,0,8
"3090",1996-11-15,"Toolik Field Station",0.9,0,7.2
"3091",1996-11-16,"Toolik Field Station",2.5,0,7
"3092",1996-11-17,"Toolik Field Station",0.9,0,5.7
"3093",1996-11-18,"Toolik Field Station",-5,0,4.5
"3094",1996-11-19,"Toolik Field Station",-3.1,0,10.5
"3095",1996-11-20,"Toolik Field Station",-7.1,0,8.4
"3096",1996-11-21,"Toolik Field Station",-13.4,0,4.4
"3097",1996-11-22,"Toolik Field Station",-17.1,0,3.1
"3098",1996-11-23,"Toolik Field Station",-16.9,0,2.4
"3099",1996-11-24,"Toolik Field Station",-12.6,0,1.9
"3100",1996-11-25,"Toolik Field Station",-16.4,0,2.2
"3101",1996-11-26,"Toolik Field Station",-20.5,2.5,1.7
"3102",1996-11-27,"Toolik Field Station",-27.2,0,1.4
"3103",1996-11-28,"Toolik Field Station",-29.3,0,1.4
"3104",1996-11-29,"Toolik Field Station",-31.5,0,1.7
"3105",1996-11-30,"Toolik Field Station",-29.2,2.5,1
"3106",1996-12-01,"Toolik Field Station",-26.1,0,1.4
"3107",1996-12-02,"Toolik Field Station",-24.7,0,1.3
"3108",1996-12-03,"Toolik Field Station",-31,0,1.5
"3109",1996-12-04,"Toolik Field Station",-25.8,0,1.2
"3110",1996-12-05,"Toolik Field Station",-26,2.5,1.5
"3111",1996-12-06,"Toolik Field Station",-33,0,1.8
"3112",1996-12-07,"Toolik Field Station",-28.4,0,1.9
"3113",1996-12-08,"Toolik Field Station",-12.3,0,5.1
"3114",1996-12-09,"Toolik Field Station",-16.5,0,4
"3115",1996-12-10,"Toolik Field Station",-22.4,0,2.5
"3116",1996-12-11,"Toolik Field Station",-24.8,0,1.7
"3117",1996-12-12,"Toolik Field Station",-17.3,0,2.8
"3118",1996-12-13,"Toolik Field Station",-20.9,0,1.7
"3119",1996-12-14,"Toolik Field Station",-17.4,0,1.3
"3120",1996-12-15,"Toolik Field Station",-16.9,0,5.1
"3121",1996-12-16,"Toolik Field Station",-17.3,0,3.4
"3122",1996-12-17,"Toolik Field Station",-22.7,0,2
"3123",1996-12-18,"Toolik Field Station",-18.5,0,2.1
"3124",1996-12-19,"Toolik Field Station",-18.1,2.5,2.1
"3125",1996-12-20,"Toolik Field Station",-14.2,0,6.6
"3126",1996-12-21,"Toolik Field Station",-11,0,3.3
"3127",1996-12-22,"Toolik Field Station",-13.8,0,1.5
"3128",1996-12-23,"Toolik Field Station",-11.1,0,5.5
"3129",1996-12-24,"Toolik Field Station",-13.2,0,3.5
"3130",1996-12-25,"Toolik Field Station",-15.1,0,3.6
"3131",1996-12-26,"Toolik Field Station",-16.4,0,3.5
"3132",1996-12-27,"Toolik Field Station",-12.8,2.5,5.4
"3133",1996-12-28,"Toolik Field Station",-9.5,0,3.1
"3134",1996-12-29,"Toolik Field Station",-16.3,0,2.1
"3135",1996-12-30,"Toolik Field Station",-23.7,0,3.7
"3136",1996-12-31,"Toolik Field Station",-26.8,0,3.3
"3137",1997-01-01,"Toolik Field Station",-29.7,0,2.1
"3138",1997-01-02,"Toolik Field Station",-39,0,2.5
"3139",1997-01-03,"Toolik Field Station",-38,0,3
"3140",1997-01-04,"Toolik Field Station",-33.4,0,4.7
"3141",1997-01-05,"Toolik Field Station",-38.4,0,2.8
"3142",1997-01-06,"Toolik Field Station",-39.2,0,2.9
"3143",1997-01-07,"Toolik Field Station",-32.6,0,4.5
"3144",1997-01-08,"Toolik Field Station",-28.5,0,4.1
"3145",1997-01-09,"Toolik Field Station",-19.5,0,2.6
"3146",1997-01-10,"Toolik Field Station",-8.5,0,5.3
"3147",1997-01-11,"Toolik Field Station",-2.9,0,7.4
"3148",1997-01-12,"Toolik Field Station",-18.2,0,2.1
"3149",1997-01-13,"Toolik Field Station",-3.9,0,5.1
"3150",1997-01-14,"Toolik Field Station",-3.8,0,6.1
"3151",1997-01-15,"Toolik Field Station",-2.9,0,6.7
"3152",1997-01-16,"Toolik Field Station",-5.2,0,2.5
"3153",1997-01-17,"Toolik Field Station",-10.1,0,2
"3154",1997-01-18,"Toolik Field Station",-21.2,0,1.4
"3155",1997-01-19,"Toolik Field Station",-28.2,2.5,1.3
"3156",1997-01-20,"Toolik Field Station",-32.5,0,1
"3157",1997-01-21,"Toolik Field Station",-28.7,0,2.6
"3158",1997-01-22,"Toolik Field Station",-25.7,0,3.2
"3159",1997-01-23,"Toolik Field Station",-28.4,0,3.1
"3160",1997-01-24,"Toolik Field Station",-19.1,0,5.1
"3161",1997-01-25,"Toolik Field Station",-27.7,0,4.1
"3162",1997-01-26,"Toolik Field Station",-29.1,0,3.9
"3163",1997-01-27,"Toolik Field Station",-20,0,4
"3164",1997-01-28,"Toolik Field Station",-29.5,0,2.9
"3165",1997-01-29,"Toolik Field Station",-28.6,0,1.9
"3166",1997-01-30,"Toolik Field Station",-27.8,0,2
"3167",1997-01-31,"Toolik Field Station",-10.4,0,4.7
"3168",1997-02-01,"Toolik Field Station",-17.5,0,2.6
"3169",1997-02-02,"Toolik Field Station",-27.7,0,3.7
"3170",1997-02-03,"Toolik Field Station",-18.6,0,3.1
"3171",1997-02-04,"Toolik Field Station",-6.1,0,3.8
"3172",1997-02-05,"Toolik Field Station",-4.8,0,5.5
"3173",1997-02-06,"Toolik Field Station",-9,0,2.2
"3174",1997-02-07,"Toolik Field Station",-11.5,0,1.2
"3175",1997-02-08,"Toolik Field Station",-13.9,0,3.4
"3176",1997-02-09,"Toolik Field Station",-13.2,0,4.3
"3177",1997-02-10,"Toolik Field Station",-8.2,0,3.6
"3178",1997-02-11,"Toolik Field Station",-15.8,2.5,1.6
"3179",1997-02-12,"Toolik Field Station",-24,0,2
"3180",1997-02-13,"Toolik Field Station",-25.8,0,3
"3181",1997-02-14,"Toolik Field Station",-22.8,0,3.5
"3182",1997-02-15,"Toolik Field Station",-21.5,0,3.8
"3183",1997-02-16,"Toolik Field Station",-14.4,0,4.5
"3184",1997-02-17,"Toolik Field Station",-11.2,0,5
"3185",1997-02-18,"Toolik Field Station",-22,0,2.5
"3186",1997-02-19,"Toolik Field Station",-26.5,0,1.7
"3187",1997-02-20,"Toolik Field Station",-27.6,2.5,1.6
"3188",1997-02-21,"Toolik Field Station",-29.7,0,1.8
"3189",1997-02-22,"Toolik Field Station",-28.9,0,2.1
"3190",1997-02-23,"Toolik Field Station",-26.8,2.5,2.1
"3191",1997-02-24,"Toolik Field Station",-15.1,0,2.5
"3192",1997-02-25,"Toolik Field Station",-9.2,2.5,1.8
"3193",1997-02-26,"Toolik Field Station",-22.2,2.5,1.5
"3194",1997-02-27,"Toolik Field Station",-38,0,1.5
"3195",1997-02-28,"Toolik Field Station",-40.9,0,1.2
"3196",1997-03-01,"Toolik Field Station",-39,0,1.3
"3197",1997-03-02,"Toolik Field Station",-28.5,0,3.4
"3198",1997-03-03,"Toolik Field Station",-24.9,0,4.1
"3199",1997-03-04,"Toolik Field Station",-15.9,0,4.4
"3200",1997-03-05,"Toolik Field Station",-17.6,0,4.4
"3201",1997-03-06,"Toolik Field Station",-31.2,0,1.9
"3202",1997-03-07,"Toolik Field Station",-36.7,0,1.4
"3203",1997-03-08,"Toolik Field Station",-35.3,0,1.8
"3204",1997-03-09,"Toolik Field Station",-30.4,0,3.3
"3205",1997-03-10,"Toolik Field Station",-25.5,0,4.6
"3206",1997-03-11,"Toolik Field Station",-13,0,5.1
"3207",1997-03-12,"Toolik Field Station",-8.1,0,4.2
"3208",1997-03-13,"Toolik Field Station",-6.8,0,5.6
"3209",1997-03-14,"Toolik Field Station",-8.4,0,5.6
"3210",1997-03-15,"Toolik Field Station",-18.4,5.1,2.6
"3211",1997-03-16,"Toolik Field Station",-27.4,0,2.1
"3212",1997-03-17,"Toolik Field Station",-31.8,0,2.4
"3213",1997-03-18,"Toolik Field Station",-32.5,0,1.8
"3214",1997-03-19,"Toolik Field Station",-31,0,1.7
"3215",1997-03-20,"Toolik Field Station",-29.7,0,2.4
"3216",1997-03-21,"Toolik Field Station",-29.8,0,2.7
"3217",1997-03-22,"Toolik Field Station",-32.9,0,1.9
"3218",1997-03-23,"Toolik Field Station",-33.8,2.5,4.4
"3219",1997-03-24,"Toolik Field Station",-23.4,0,5
"3220",1997-03-25,"Toolik Field Station",-22.7,0,4.3
"3221",1997-03-26,"Toolik Field Station",-29.1,0,3.5
"3222",1997-03-27,"Toolik Field Station",-29.1,0,2.6
"3223",1997-03-28,"Toolik Field Station",-27.9,0,2.8
"3224",1997-03-29,"Toolik Field Station",-24.6,0,3.5
"3225",1997-03-30,"Toolik Field Station",-26.7,0,3.6
"3226",1997-03-31,"Toolik Field Station",-30.1,0,1.8
"3227",1997-04-01,"Toolik Field Station",-30.5,0,1.9
"3228",1997-04-02,"Toolik Field Station",-28.7,0,2
"3229",1997-04-03,"Toolik Field Station",-14.7,0,5.2
"3230",1997-04-04,"Toolik Field Station",-2.7,0,4.9
"3231",1997-04-05,"Toolik Field Station",-1.8,0,6
"3232",1997-04-06,"Toolik Field Station",-1.9,0,5.1
"3233",1997-04-07,"Toolik Field Station",0.1,0,4.8
"3234",1997-04-08,"Toolik Field Station",-1.5,0,3.5
"3235",1997-04-09,"Toolik Field Station",-2.6,0,4.1
"3236",1997-04-10,"Toolik Field Station",-4.6,0,3.8
"3237",1997-04-11,"Toolik Field Station",-7.3,0,2.5
"3238",1997-04-12,"Toolik Field Station",-10.7,0,1.9
"3239",1997-04-13,"Toolik Field Station",-14.1,2.5,4.6
"3240",1997-04-14,"Toolik Field Station",-23.8,0,4.5
"3241",1997-04-15,"Toolik Field Station",-16.6,0,4.6
"3242",1997-04-16,"Toolik Field Station",-24.9,0,2.1
"3243",1997-04-17,"Toolik Field Station",-22.8,0,2.8
"3244",1997-04-18,"Toolik Field Station",-19.2,0,3.5
"3245",1997-04-19,"Toolik Field Station",-15.6,0,3.4
"3246",1997-04-20,"Toolik Field Station",-17.7,0,2.6
"3247",1997-04-21,"Toolik Field Station",-14.5,0,2.8
"3248",1997-04-22,"Toolik Field Station",-10.3,0,3
"3249",1997-04-23,"Toolik Field Station",-9.1,0,3.2
"3250",1997-04-24,"Toolik Field Station",-3.2,0,3.1
"3251",1997-04-25,"Toolik Field Station",2,0,4.1
"3252",1997-04-26,"Toolik Field Station",2.6,0,3.3
"3253",1997-04-27,"Toolik Field Station",2.1,0,1.9
"3254",1997-04-28,"Toolik Field Station",3.1,0,1.9
"3255",1997-04-29,"Toolik Field Station",1.7,0,2.4
"3256",1997-04-30,"Toolik Field Station",-0.2,0,1.7
"3257",1997-05-01,"Toolik Field Station",0.5,0,2.5
"3258",1997-05-02,"Toolik Field Station",2.2,0,2.4
"3259",1997-05-03,"Toolik Field Station",-2.1,0,2.2
"3260",1997-05-04,"Toolik Field Station",-4.3,0,2.7
"3261",1997-05-05,"Toolik Field Station",-10,0,2.6
"3262",1997-05-06,"Toolik Field Station",-5.2,0,2.5
"3263",1997-05-07,"Toolik Field Station",-0.1,0,3.1
"3264",1997-05-08,"Toolik Field Station",-7.8,0,2.5
"3265",1997-05-09,"Toolik Field Station",-11.6,0,2.2
"3266",1997-05-10,"Toolik Field Station",-0.2,0,3.1
"3267",1997-05-11,"Toolik Field Station",5.4,0,2.6
"3268",1997-05-12,"Toolik Field Station",4.9,0,2.9
"3269",1997-05-13,"Toolik Field Station",3.6,0.8,2.6
"3270",1997-05-14,"Toolik Field Station",-0.8,4.6,2.4
"3271",1997-05-15,"Toolik Field Station",-2.3,0,1.9
"3272",1997-05-16,"Toolik Field Station",2.5,0,3.1
"3273",1997-05-17,"Toolik Field Station",4.2,0.3,2.9
"3274",1997-05-18,"Toolik Field Station",1.9,2.5,2.9
"3275",1997-05-19,"Toolik Field Station",3.8,0,3.8
"3276",1997-05-20,"Toolik Field Station",2.6,2.5,2.9
"3277",1997-05-21,"Toolik Field Station",1.2,4.3,2.4
"3278",1997-05-22,"Toolik Field Station",-1.5,0,4.2
"3279",1997-05-23,"Toolik Field Station",-4.1,0,2.8
"3280",1997-05-24,"Toolik Field Station",-1.5,0,2.8
"3281",1997-05-25,"Toolik Field Station",4,0,2.8
"3282",1997-05-26,"Toolik Field Station",6.3,0,2.3
"3283",1997-05-27,"Toolik Field Station",6.5,0,3.1
"3284",1997-05-28,"Toolik Field Station",1.2,0,2.4
"3285",1997-05-29,"Toolik Field Station",-4.2,1.3,3.6
"3286",1997-05-30,"Toolik Field Station",-3.7,4.8,2.3
"3287",1997-05-31,"Toolik Field Station",-2.8,0,3.1
"3288",1997-06-01,"Toolik Field Station",-5,0,3.6
"3289",1997-06-02,"Toolik Field Station",-0.9,0,3
"3290",1997-06-03,"Toolik Field Station",10.3,0,3.7
"3291",1997-06-04,"Toolik Field Station",13.3,0,4.2
"3292",1997-06-05,"Toolik Field Station",14.9,0,3.2
"3293",1997-06-06,"Toolik Field Station",13.1,0,3.6
"3294",1997-06-07,"Toolik Field Station",11.7,0,3.1
"3295",1997-06-08,"Toolik Field Station",10.9,0,2.3
"3296",1997-06-09,"Toolik Field Station",5.3,0,3.2
"3297",1997-06-10,"Toolik Field Station",1.3,1.3,3.5
"3298",1997-06-11,"Toolik Field Station",7.8,3.3,2.6
"3299",1997-06-12,"Toolik Field Station",9.4,1.8,3.6
"3300",1997-06-13,"Toolik Field Station",12.2,0.5,3.1
"3301",1997-06-14,"Toolik Field Station",8.5,0.5,3
"3302",1997-06-15,"Toolik Field Station",3.3,15.5,2.6
"3303",1997-06-16,"Toolik Field Station",6.9,0.8,2.3
"3304",1997-06-17,"Toolik Field Station",8.4,0.3,2.9
"3305",1997-06-18,"Toolik Field Station",9.4,0.8,2.9
"3306",1997-06-19,"Toolik Field Station",11.7,0,3.2
"3307",1997-06-20,"Toolik Field Station",11.7,0,2.7
"3308",1997-06-21,"Toolik Field Station",12.5,0,2.9
"3309",1997-06-22,"Toolik Field Station",11.4,0,2.3
"3310",1997-06-23,"Toolik Field Station",9.2,3,2.3
"3311",1997-06-24,"Toolik Field Station",12.9,0,3.5
"3312",1997-06-25,"Toolik Field Station",10.4,0,3.4
"3313",1997-06-26,"Toolik Field Station",9.8,0,2.8
"3314",1997-06-27,"Toolik Field Station",9.6,0.8,2.5
"3315",1997-06-28,"Toolik Field Station",12.6,0,1.8
"3316",1997-06-29,"Toolik Field Station",13.6,1,3.1
"3317",1997-06-30,"Toolik Field Station",14.3,0,2.8
"3318",1997-07-01,"Toolik Field Station",15.3,2,3.8
"3319",1997-07-02,"Toolik Field Station",12.9,19.8,3.1
"3320",1997-07-03,"Toolik Field Station",12.3,13.2,2.7
"3321",1997-07-04,"Toolik Field Station",12.2,0,3
"3322",1997-07-05,"Toolik Field Station",11.8,0,2.7
"3323",1997-07-06,"Toolik Field Station",8.9,5.6,3
"3324",1997-07-07,"Toolik Field Station",5.5,0,3.1
"3325",1997-07-08,"Toolik Field Station",4.6,8.4,3.2
"3326",1997-07-09,"Toolik Field Station",6.3,2.5,3.4
"3327",1997-07-10,"Toolik Field Station",10.7,1,3.7
"3328",1997-07-11,"Toolik Field Station",8.8,0,4.1
"3329",1997-07-12,"Toolik Field Station",7.4,0,3
"3330",1997-07-13,"Toolik Field Station",10.2,14.7,2.7
"3331",1997-07-14,"Toolik Field Station",7.3,18.8,3
"3332",1997-07-15,"Toolik Field Station",11.2,0.3,2.6
"3333",1997-07-16,"Toolik Field Station",13.9,0,2.6
"3334",1997-07-17,"Toolik Field Station",13.3,3.8,3.3
"3335",1997-07-18,"Toolik Field Station",15.4,4.3,2.3
"3336",1997-07-19,"Toolik Field Station",14.1,17.5,2.2
"3337",1997-07-20,"Toolik Field Station",14.2,0,3.7
"3338",1997-07-21,"Toolik Field Station",14.6,12.7,2.5
"3339",1997-07-22,"Toolik Field Station",12.6,0.5,2.4
"3340",1997-07-23,"Toolik Field Station",14.7,0,2
"3341",1997-07-24,"Toolik Field Station",14.5,0,3.8
"3342",1997-07-25,"Toolik Field Station",10.7,5.8,4.2
